,UniProt ID,Gene Name ,Confidence ,Expected Sensitivity,Expected Specificity,Confidence
3097,Q9H0Q3,FXYD6,0.946020375,0.352417844,0.18324716,0.236842105263
3098,Q9H2D6,TRIOBP,0.873536456,0.159461502,0.624241987,0.236842105263
3099,Q9H4G4,GLIPR2,0.113276453,0.871876955,0.291405776,0.236842105263
3100,Q9H4I2,ZHX3,0.354569341,0.803712432,0.137187422,0.236842105263
3101,Q9H6S0,YTHDC2,0.241936831,0.73415489,0.188933463,0.236842105263
3102,Q9H7E9,C8orf33,0.56033331,0.492171222,0.956617051,0.236842105263
3103,Q9H869,YY1AP1,0.612727108,0.40184188,0.296613092,0.236842105263
3104,Q9H8X2,IPPK,0.300809091,0.862601071,0.237202875,0.236842105263
3105,Q9H9L4,KANSL2,0.798141714,0.180836398,0.660157528,0.236842105263
3106,Q9HAP2,MLXIP,0.795641627,0.925567844,0.004295968,0.236842105263
3107,Q9HBI0,PARVG,0.781092266,0.822036223,0.078168468,0.236842105263
3108,Q9HC24,TMBIM4,0.351098432,0.686577958,0.309584364,0.236842105263
3109,Q9HC85,MB2,0.054297354,0.469160798,0.223970707,0.236842105263
3110,Q9HCB6,SPON1,0.708704617,0.88793902,0.695289399,0.236842105263
3111,Q9HCM3,KIAA1549,0.992928441,0.982358897,0.700231895,0.236842105263
3112,Q9HCS5,EPB41L4A,0.162476485,0.032335502,0.851815286,0.236842105263
3113,Q9HCS7,XAB2,0.113566339,0.824772798,0.559059596,0.236842105263
3114,Q9HCU4,CELSR2,0.912875426,0.65931793,0.570332384,0.236842105263
3115,Q9NP72,RAB18,0.48165698,0.448279191,0.530920327,0.236842105263
3116,Q9NP73,ALG13,0.851805952,0.573719504,0.858886345,0.236842105263
3117,Q9NP80,PNPLA8,0.809913803,0.797915763,0.446345838,0.236842105263
3118,Q9NPA0,EMC7,0.186759544,0.632758045,0.383381236,0.236842105263
3119,Q9NPY3,CD93,0.247199857,0.789703853,0.595358733,0.236842105263
3120,Q9NR55,BATF3,0.054188841,0.059559287,0.305039974,0.236842105263
3121,Q9NRA8,EIF4ENIF1,0.608961456,0.389405554,0.10110778,0.236842105263
3122,Q9NRR5,UBQLN4,0.777232429,0.420234118,0.371939367,0.236842105263
3123,Q9NS37,CREBZF,0.511064089,0.664072189,0.222155312,0.236842105263
3124,Q9NU19,TBC1D22B,0.027750088,0.634470705,0.643226628,0.236842105263
3125,Q9NVV9,THAP1,0.990385282,0.885303246,0.776656227,0.236842105263
3126,Q9NXP7,GIN1,0.500939924,0.611507512,0.430034052,0.236842105263
3127,Q9NY15,STAB1,0.331997487,0.615348707,0.621061528,0.236842105263
3128,Q9NY26,SLC39A1,0.17388314,0.877161705,0.27907466,0.236842105263
3129,Q9NYQ3,HAO2,0.625636395,0.766863256,0.478047779,0.236842105263
3130,Q9P0B6,CCDC167,0.575134833,0.750090983,0.31474159,0.236842105263
3131,Q9P0V9,10-Sep,0.750985385,0.115621893,0.827169904,0.236842105263
3132,Q9P270,SLAIN2,0.1535188,0.204089526,0.743161266,0.236842105263
3133,Q9P2D6,FAM135A,0.356787197,0.116260193,0.14431119,0.236842105263
3134,Q9P2E2,KIF17,0.1439508,0.841459795,0.068265094,0.236842105263
3135,Q9P2E9,RRBP1,0.850607655,0.381573844,0.532136538,0.236842105263
3136,Q9UBK9,UXT,0.33786974,0.454045781,0.743955283,0.236842105263
3137,Q9UBU8,MORF4L1,0.275196493,0.073887443,0.835733619,0.236842105263
3138,Q9UBW7,ZMYM2,0.006010973,0.02516497,0.720662985,0.236842105263
3139,Q9UHL0,DDX25,0.801911969,0.96111452,0.887622612,0.236842105263
3140,Q9UHL4,DPP7,0.497408285,0.158394534,0.162853378,0.236842105263
3141,Q9UHV9,PFDN2,0.537842841,0.933642423,0.201239845,0.236842105263
3142,Q9ULU8,CADPS,0.870912525,0.236765101,0.881961532,0.236842105263
3143,Q9ULW6,NAP1L2,0.722843569,0.075553964,0.461958935,0.236842105263
3144,Q9UMS6,SYNPO2,0.668085932,0.672555516,0.187049834,0.236842105263
3145,Q9UMY1,NOL7,0.178827792,0.084327464,0.724882256,0.236842105263
3146,Q9Y219,JAG2,0.550495355,0.062167592,0.883552638,0.236842105263
3147,Q9Y237,PIN4,0.959875079,0.6951689,0.798011251,0.236842105263
3148,Q9Y2B5,VPS9D1,0.596021672,0.002058955,0.842972323,0.236842105263
3149,Q9Y2J4,AMOTL2,0.808570709,0.156857288,0.538046282,0.236842105263
3150,Q9Y2K1,ZBTB1,0.984532355,0.274550321,0.209589074,0.236842105263
3151,Q9Y2X9,ZNF281,0.885924448,0.315229098,0.530445457,0.236842105263
3152,Q9Y320,TMX2,0.213837003,0.714036002,0.843302394,0.236842105263
3153,Q9Y3C1,NOP16,0.034630061,0.571786584,0.215340307,0.236842105263
3154,Q9Y3E1,HDGFL3,0.451123791,0.515193162,0.716725877,0.236842105263
3155,Q9Y3M2,CBY1,0.013794557,0.577329951,0.862668318,0.236842105263
3156,Q9Y3T9,NOC2L,0.473710749,0.004942713,0.471264329,0.236842105263
3157,Q9Y5P8,PPP2R3B,0.951197091,0.352234712,0.460504029,0.236842105263
3158,Q9Y5Q3,MAFB,0.248952279,0.54473471,0.942528214,0.236842105263
3159,Q9Y680,FKBP7,0.386422801,0.092064053,0.628342589,0.236842105263
3160,Q9Y694,SLC22A7,0.431433376,0.272323873,0.80638662,0.236842105263
3161,Q9Y6A9,SPCS1,0.830886485,0.590728015,0.401540206,0.236842105263
3162,Q9Y6V0,PCLO,0.82464682,0.004627324,0.321394345,0.236842105263
3163,O95999,BCL10,0.452998612,0.030750735,0.378806067,0.236842105263
3164,O43927,CXCL13,0.38056017,0.376707175,0.718969488,0.236842105263
3165,P09341,CXCL1,0.925868543,0.165515311,0.193064045,0.236842105263
3166,P47992,XCL1,0.740843627,0.30622482,0.489986781,0.236842105263
3167,P52848,NDST1,0.737633073,0.269974487,0.120770799,0.236842105263
3168,Q15223,NECTIN1,0.946915999,0.307209649,0.13991989,0.236842105263
3169,Q14676,MDC1,0.510099705,0.58402193,0.947195378,0.236842105263
3170,Q9Y572,RIPK3,0.791879185,0.538518534,0.630943388,0.236842105263
3171,Q9UJY4,GGA2,0.452173502,0.790670726,0.438655679,0.236842105263
3172,Q9UJY5,GGA1,0.849198708,0.372718938,0.707761623,0.236842105263
3173,P07305,H1F0,0.390430829,0.752009256,0.529646377,0.236842105263
3174,Q96RL1,UIMC1,0.738376512,0.652579121,0.652426925,0.236842105263
3175,P54132,BLM,0.976438557,0.551939076,0.778184273,0.236842105263
3176,P14672,SLC2A4,0.523299058,0.85091979,0.618017877,0.236842105263
3177,P38398,BRCA1,0.429915302,0.425248661,0.502087362,0.236842105263
3178,Q96SB4,SRPK1,0.207158083,0.574400626,0.485372469,0.236842105263
3179,P78396,CCNA1,0.323401379,0.768253952,0.110149646,0.236842105263
3180,O14933,UBE2L6,0.110870218,0.539514468,0.916549857,0.236842105263
3181,O43513,MED7,0.375210054,0.984270322,0.432618594,0.236842105263
3182,P11387,TOP1,0.329903979,0.105585169,0.426998258,0.236842105263
3183,Q92956,TNFRSF14,0.342105172,0.301004789,0.029286133,0.236842105263
3184,P98179,RBM3,0.817118851,0.37985381,0.510426361,0.236842105263
3185,C3PTT6,PAUF,0.531685314,0.472715928,0.963702869,0.236842105263
3186,F8W7T7,ZNF44,0.521122049,0.222568721,0.275350279,0.236842105263
3187,O00189,AP4M1,0.774309709,0.320742483,0.74341144,0.236842105263
3188,O00327,ARNTL,0.120262771,0.226850908,0.116802549,0.236842105263
3189,O00339,MATN2,0.625450152,0.0217578,0.769330518,0.236842105263
3190,O00585,CCL21,0.346648686,0.015473385,0.765719495,0.236842105263
3191,O00754,MAN2B1,0.334619386,0.783849853,0.540766258,0.236842105263
3192,O14530,TXNDC9,0.574616563,0.01864709,0.169318248,0.236842105263
3193,O14595,CTDSP2,0.863937641,0.90272716,0.930120474,0.236842105263
3194,O14733,MAP2K7,0.198563072,0.196604736,0.208208514,0.236842105263
3195,O14770,MEIS2,0.672450964,0.609034728,0.019760647,0.236842105263
3196,O14908,GIPC1,0.901831371,0.52287111,0.601611188,0.236842105263
3197,O14909,DLG4,0.199157182,0.70673033,0.607371067,0.236842105263
3198,O14936,CASK,0.29828415,0.353196241,0.468854899,0.236842105263
3199,O15078,CEP290,0.49652027,0.758894377,0.596313584,0.236842105263
3200,O15151,MDM4,0.889904232,0.505575702,0.723458709,0.236842105263
3201,O15287,FANCG,0.50141459,0.765774403,0.40811065,0.236842105263
3202,O15304,SIVA1,0.276995239,0.362531944,0.597613852,0.236842105263
3203,O15444,CCL25,0.533958179,0.925017557,0.425709627,0.236842105263
3204,O43159,RRP8,0.574249554,0.901099215,0.12184161,0.236842105263
3205,O43166,SIPA1L1,0.412804402,0.55171488,0.349953328,0.236842105263
3206,O43255,SIAH2,0.014763663,0.521025047,0.546745607,0.236842105263
3207,O43291,SPINT2,0.702764803,0.179024618,0.12709913,0.236842105263
3208,O43683,BUB1,0.506747151,0.608923256,0.081496582,0.236842105263
3209,O43684,BUB3,0.381266098,0.727960172,0.289457172,0.236842105263
3210,O60870,KIN,0.064931535,0.87594151,0.676816227,0.236842105263
3211,O75197,LRP5,0.358579961,0.473321818,0.457042216,0.236842105263
3212,O75348,ATP6V1G1,0.234251243,0.752213781,0.499215085,0.236842105263
3213,O75387,SLC43A1,0.203504053,0.181048298,0.058478244,0.236842105263
3214,O75674,TOM1L1,0.813779583,0.021335755,0.073606131,0.236842105263
3215,O94842,TOX4,0.393434594,0.129271428,0.337876779,0.236842105263
3216,O94913,PCF11,0.053575171,0.860052226,0.336071153,0.236842105263
3217,O94953,KDM4B,0.375051578,0.796709316,0.984959665,0.236842105263
3218,O94972,TRIM37,0.774994177,0.187592221,0.751663921,0.236842105263
3219,O94983,CAMTA2,0.165297621,0.171215005,0.64653102,0.236842105263
3220,O95476,CTDNEP1,0.912218897,0.675568403,0.882865343,0.236842105263
3221,O95602,POLR1A,0.319205782,0.399894501,0.511889934,0.236842105263
3222,O96020,CCNE2,0.329779668,0.935526882,0.376202813,0.236842105263
3223,P00439,PAH,0.20423567,0.476235123,0.883762145,0.236842105263
3224,P00740,F9,0.767214736,0.402235788,0.245761822,0.236842105263
3225,P02538,KRT6A,0.069973149,0.190023461,0.164003277,0.236842105263
3226,P02760,AMBP,0.950033948,0.337065796,0.658603851,0.236842105263
3227,P02776,PF4,0.158209785,0.440980719,0.255618232,0.236842105263
3228,P09493,TPM1,0.286445866,0.137983754,0.15760323,0.236842105263
3229,P09619,PDGFRB,0.687129115,0.980338806,0.276605782,0.236842105263
3230,P09884,POLA1,0.141149824,0.439650062,0.298708748,0.236842105263
3231,P09914,IFIT1,0.51208665,0.803841881,0.005904327,0.236842105263
3232,P0C0L5,C4B,0.721326927,0.817665023,0.228651996,0.236842105263
3233,P0C0L5,C4B_2,0.928845136,0.231527841,0.670117792,0.236842105263
3234,P10144,GZMB,0.73210385,0.641258364,0.981665603,0.236842105263
3235,P11310,ACADM,0.749848021,0.257809831,0.25614878,0.236842105263
3236,P11532,DMD,0.407319603,0.124106932,0.619172654,0.236842105263
3237,P12259,F5,0.239491696,0.407057775,0.971829487,0.236842105263
3238,P13797,PLS3,0.520850475,0.067692485,0.492171259,0.236842105263
3239,P17482,HOXB9,0.21907736,0.109760273,0.301026942,0.236842105263
3240,P18887,XRCC1,0.842387904,0.529556222,0.597096974,0.236842105263
3241,P19012,KRT15,0.662932909,0.21150197,0.543382815,0.236842105263
3242,P19013,KRT4,0.816235285,0.025967423,0.129770765,0.236842105263
3243,P20585,MSH3,0.7938776,0.994119953,0.552219378,0.236842105263
3244,P20718,GZMH,0.469105204,0.744640811,0.149064184,0.236842105263
3245,P21860,ERBB3,0.309524979,0.982235113,0.258548884,0.236842105263
3246,P23508,MCC,0.687579248,0.951381997,0.528711898,0.236842105263
3247,P26045,PTPN3,0.986852223,0.47160777,0.813376698,0.236842105263
3248,P27449,ATP6V0C,0.769933876,0.987535599,0.718534242,0.236842105263
3249,P28347,TEAD1,0.829580847,0.852921112,0.500819312,0.236842105263
3250,P28370,SMARCA1,0.706084765,0.309076975,0.893981324,0.236842105263
3251,P29144,TPP2,0.595336419,0.951736091,0.950716699,0.236842105263
3252,P29375,KDM5A,0.75287412,0.113648681,0.462355395,0.236842105263
3253,P30281,CCND3,0.496722204,0.117273783,0.287597352,0.236842105263
3254,P30443,HLA-A,0.865132654,0.000695415,0.926367098,0.236842105263
3255,P30622,CLIP1,0.068027694,0.303156434,0.496328199,0.236842105263
3256,P31249,HOXD3,0.96854594,0.369181311,0.877330049,0.236842105263
3257,P32243,OTX2,0.098756312,0.120341123,0.213237925,0.236842105263
3258,P33992,MCM5,0.546977086,0.711912232,0.114401279,0.236842105263
3259,P35568,IRS1,0.402969909,0.957513758,0.124315526,0.236842105263
3260,P35659,DEK,0.107040155,0.322288206,0.574103014,0.236842105263
3261,P35711,SOX5,0.72416617,0.788983789,0.46637223,0.236842105263
3262,P35749,MYH11,0.613682348,0.671485892,0.374038623,0.236842105263
3263,P42331,ARHGAP25,0.782968193,0.10961434,0.754615155,0.236842105263
3264,P42680,TEC,0.566620582,0.723962548,0.455602106,0.236842105263
3265,P43268,ETV4,0.811319159,0.882602099,0.70602833,0.236842105263
3266,P49321,NASP,0.57677586,0.000493126,0.929507924,0.236842105263
3267,P49715,CEBPA,0.944029194,0.101943589,0.820465704,0.236842105263
3268,P49815,TSC2,0.871452149,0.370384028,0.039847501,0.236842105263
3269,P49959,MRE11,0.507602208,0.914689193,0.966188638,0.236842105263
3270,P50570,DNM2,0.788823165,0.998988798,0.88796826,0.236842105263
3271,P52701,MSH6,0.473030641,0.170493888,0.638773792,0.236842105263
3272,P52742,ZNF135,0.828801698,0.172617331,0.010954099,0.236842105263
3273,P52756,RBM5,0.322481588,0.103070408,0.977258694,0.236842105263
3274,P54259,ATN1,0.976146535,0.606147698,0.385528282,0.236842105263
3275,P55287,CDH11,0.27821104,0.411890153,0.399658822,0.236842105263
3276,P55916,UCP3,0.072830805,0.255782758,0.510288093,0.236842105263
3277,P55957,BID,0.751223606,0.201684846,0.551630339,0.236842105263
3278,P56962,STX17,0.831188621,0.187689244,0.958893447,0.236842105263
3279,P78504,JAG1,0.922338093,0.883772447,0.855401439,0.236842105263
3280,P78560,CRADD,0.327024293,0.631413791,0.476705429,0.236842105263
3281,P82932,MRPS6,0.804069263,0.622426431,0.877815543,0.236842105263
3282,Q01085,TIAL1,0.538250333,0.658268684,0.389877845,0.236842105263
3283,Q01860,POU5F1,0.463294879,0.177084471,0.049162517,0.236842105263
3284,Q02833,RASSF7,0.820750251,0.625848709,0.307434799,0.236842105263
3285,Q03112,MECOM,0.951906506,0.876455654,0.320209671,0.236842105263
3286,Q05516,ZBTB16,0.076272889,0.178202979,0.461295579,0.236842105263
3287,Q06033,ITIH3,0.708671064,0.645573879,0.488133587,0.236842105263
3288,Q07687,DLX2,0.234926444,0.884122118,0.706741368,0.236842105263
3289,Q12840,KIF5A,0.398895558,0.250516236,0.367297038,0.236842105263
3290,Q12857,NFIA,0.268124427,0.586221156,0.9414394,0.236842105263
3291,Q13064,MKRN3,0.832513317,0.486873083,0.268187523,0.236842105263
3292,Q13105,ZBTB17,0.99537381,0.839086287,0.74539555,0.236842105263
3293,Q13127,REST,0.649750983,0.051675553,0.909073314,0.236842105263
3294,Q13158,FADD,0.703952831,0.739472577,0.584552542,0.236842105263
3295,Q13232,NME3,0.932303198,0.554516067,0.906503298,0.236842105263
3296,Q13309,SKP2,0.687652548,0.429472438,0.056683072,0.236842105263
3297,Q13415,ORC1,0.568353919,0.779722543,0.556736497,0.236842105263
3298,Q13416,ORC2,0.380847529,0.396667316,0.002961361,0.236842105263
3299,Q13426,XRCC4,0.634579485,0.357229066,0.153156257,0.236842105263
3300,Q13451,FKBP5,0.363228621,0.659472446,0.40749129,0.236842105263
3301,Q13794,PMAIP1,0.407619445,0.394171884,0.233445871,0.236842105263
3302,Q14160,SCRIB,0.368699724,0.17847754,0.535313773,0.236842105263
3303,Q14188,TFDP2,0.46839876,0.054295031,0.311606183,0.236842105263
3304,Q14209,E2F2,0.503413843,0.247121241,0.708634397,0.236842105263
3305,Q15038,DAZAP2,0.910535782,0.901813342,0.587060545,0.236842105263
3306,Q15287,RNPS1,0.206431022,0.982443093,0.239191241,0.236842105263
3307,Q15554,TERF2,0.338603675,0.48410899,0.064058921,0.236842105263
3308,Q16236,NFE2L2,0.574125622,0.144749573,0.003369193,0.236842105263
3309,Q16665,HIF1A,0.486932439,0.511666574,0.189072843,0.236842105263
3310,Q33E94,RFX4,0.262218986,0.993527618,0.491203689,0.236842105263
3311,Q3MJ40,CCDC144B,0.579593463,0.762568901,0.616468851,0.236842105263
3312,Q4V328,GRIPAP1,0.878327699,0.966023773,0.122776013,0.236842105263
3313,Q53G59,KLHL12,0.060950222,0.92988055,0.133031539,0.236842105263
3314,Q53HC0,CCDC92,0.440876469,0.236490563,0.314180831,0.236842105263
3315,Q5H9K5,ZMAT1,0.084258001,0.097522158,0.087855151,0.236842105263
3316,Q5JSB6,TFDP1,0.563237615,0.409774325,0.408793333,0.236842105263
3317,Q5JSZ5,PRRC2B,0.53931058,0.131172609,0.282319106,0.236842105263
3318,Q5JU67,CFAP157,0.7680579,0.754566728,0.630590384,0.236842105263
3319,Q5M9N0,CCDC158,0.233090272,0.348103139,0.219755413,0.236842105263
3320,Q5M9Q1,NKAPL,0.587361742,0.449783725,0.654253759,0.236842105263
3321,Q5SYE7,NHSL1,0.458973867,0.199335482,0.193468417,0.236842105263
3322,Q5T8I9,HENMT1,0.860981522,0.736517999,0.094600046,0.236842105263
3323,Q5VV67,PPRC1,0.660836094,0.203367461,0.918360127,0.236842105263
3324,Q5W0Q7,USPL1,0.353879166,0.768160368,0.558239595,0.236842105263
3325,Q5W5X9,TTC23,0.347186298,0.241280144,0.417641271,0.236842105263
3326,Q659C4,LARP1B,0.253718102,0.613733488,0.110447307,0.236842105263
3327,Q66K89,E4F1,0.952528145,0.345771808,0.552744418,0.236842105263
3328,Q66PJ3,ARL6IP4,0.29820099,0.722631801,0.111280571,0.236842105263
3329,Q68CP9,ARID2,0.158406078,0.117223115,0.236022456,0.236842105263
3330,Q69YQ0,SPECC1L,0.361297057,0.180788385,0.138654122,0.236842105263
3331,Q6NYC8,PPP1R18,0.741629093,0.193864461,0.328239998,0.236842105263
3332,Q6P2I0,USP10,0.70590001,0.360548444,0.346442101,0.236842105263
3333,Q6P597,KLC3,0.700892173,0.404393725,0.928756689,0.236842105263
3334,Q6PEX3,KRTAP26-1,0.006225787,0.225780109,0.888316655,0.236842105263
3335,Q6PF05,TTC23L,0.374345601,0.669057078,0.790044485,0.236842105263
3336,Q6PF18,MORN3,0.901495619,0.957212846,0.074470334,0.236842105263
3337,Q6UXV4,APOOL,0.318344828,0.431665129,0.419797291,0.236842105263
3338,Q6ZTR7,FAM92B,0.597082923,0.80381421,0.396724359,0.236842105263
3339,Q6ZU65,UBN2,0.297795182,0.798189196,0.412930643,0.236842105263
3340,Q6ZUT1,C11orf57,0.125014381,0.995241013,0.973954146,0.236842105263
3341,Q6ZVK8,NUDT18,0.388355669,0.211804402,0.237895162,0.236842105263
3342,Q719H9,KCTD1,0.817687744,0.32901885,0.108576389,0.236842105263
3343,Q76N89,HECW1,0.981175704,0.762341847,0.800029107,0.236842105263
3344,Q7L2R6,ZNF765,0.861989835,0.756759497,0.044812578,0.236842105263
3345,Q7Z3E2,CCDC186,0.083820882,0.961276587,0.959956315,0.236842105263
3346,Q7Z3K3,POGZ,0.33771199,0.569892331,0.801644262,0.236842105263
3347,Q7Z3S9,NOTCH2NL,0.236129166,0.608506118,0.960595898,0.236842105263
3348,Q7Z429,GRINA,0.317805388,0.36509222,0.765748674,0.236842105263
3349,Q7Z5R6,APBB1IP,0.984448405,0.343547565,0.608232075,0.236842105263
3350,Q7Z6G3,NECAB2,0.548250891,0.599987954,0.989041592,0.236842105263
3351,Q86T75,NBPF11,0.749251259,0.525629021,0.562556097,0.236842105263
3352,Q86V48,LUZP1,0.841851735,0.484966519,0.495888053,0.236842105263
3353,Q86VE9,SERINC5,0.166889707,0.655650299,0.253041287,0.236842105263
3354,Q8IUF8,RIOX2,0.903097609,0.038251989,0.19596121,0.236842105263
3355,Q8IVT2,MISP,0.105124128,0.189922769,0.492734528,0.236842105263
3356,Q8IXK0,PHC2,0.745093096,0.928745278,0.710884277,0.236842105263
3357,Q8IYF3,TEX11,0.729371938,0.582979706,0.987618686,0.236842105263
3358,Q8IZQ1,WDFY3,0.717469602,0.015410413,0.334619654,0.236842105263
3359,Q8N4L8,CCDC24,0.133431768,0.293675293,0.220165224,0.236842105263
3360,Q8N5F7,NKAP,0.445789,0.045260182,0.345280379,0.236842105263
3361,Q8N5G2,TMEM57,0.508787231,0.79473153,0.091606263,0.236842105263
3362,Q8N720,ZNF655,0.530490291,0.71136597,0.631601067,0.236842105263
3363,Q8N883,ZNF614,0.859717044,0.536361268,0.37818821,0.236842105263
3364,Q8N8U9,BMPER,0.677724911,0.586794652,0.887362939,0.236842105263
3365,Q8NB25,FAM184A,0.805838259,0.210947367,0.426527448,0.236842105263
3366,Q8ND30,PPFIBP2,0.531242869,0.413915008,0.890774006,0.236842105263
3367,Q8NFH5,NUP35,0.955895839,0.515820663,0.224229568,0.236842105263
3368,Q8TAE8,GADD45GIP1,0.066676945,0.838334877,0.796929561,0.236842105263
3369,Q8TCN5,ZNF507,0.541518027,0.659910639,0.858281244,0.236842105263
3370,Q8TCT4,PMSP,0.281660343,0.481176082,0.427096258,0.236842105263
3371,Q8TEL6,TRPC4AP,0.480900336,0.852764707,0.58885968,0.236842105263
3372,Q8WUI4,HDAC7,0.684863781,0.481528121,0.091699488,0.236842105263
3373,Q8WW24,TEKT4,0.208258389,0.272295873,0.250582897,0.236842105263
3374,Q8WW34,TMEM239,0.608160989,0.731195709,0.593771407,0.236842105263
3375,Q8WXE1,ATRIP,0.326176172,0.969469264,0.520579367,0.236842105263
3376,Q8WXU2,DNAAF4,0.880847202,0.375622593,0.914054034,0.236842105263
3377,Q92546,RGP1,0.133394613,0.238600103,0.663292745,0.236842105263
3378,Q92547,TOPBP1,0.10240779,0.242704748,0.499652549,0.236842105263
3379,Q92558,WASF1,0.959116903,0.018939399,0.634802645,0.236842105263
3380,Q92748,THRSP,0.152902,0.98265318,0.086360488,0.236842105263
3381,Q92882,OSTF1,0.152538081,0.802619526,0.040807195,0.236842105263
3382,Q969F0,FATE1,0.155552588,0.563485265,0.751563774,0.236842105263
3383,Q969H6,POP5,0.089569403,0.388829023,0.323756718,0.236842105263
3384,Q96AE4,FUBP1,0.454424561,0.652528413,0.06649065,0.236842105263
3385,Q96BZ8,LENG1,0.668895693,0.993708159,0.923256905,0.236842105263
3386,Q96CN5,LRRC45,0.831301682,0.713765827,0.05436055,0.236842105263
3387,Q96EA4,SPDL1,0.790235137,0.102366984,0.067942585,0.236842105263
3388,Q96EQ8,RNF125,0.712710918,0.447288868,0.573534392,0.236842105263
3389,Q96F86,EDC3,0.472597505,0.692794788,0.439198574,0.236842105263
3390,Q96G01,BICD1,0.708588152,0.332955914,0.027368748,0.236842105263
3391,Q96GD3,SCMH1,0.958059481,0.92174885,0.049699304,0.236842105263
3392,Q96GM5,SMARCD1,0.505775562,0.632490988,0.238552856,0.236842105263
3393,Q96HA8,WDYHV1,0.305053115,0.932185453,0.127301305,0.236842105263
3394,Q96KR1,ZFR,0.789811184,0.4259202,0.630328815,0.236842105263
3395,Q96L92,SNX27,0.236386964,0.300489636,0.47641417,0.236842105263
3396,Q96QZ7,MAGI1,0.234302833,0.889028705,0.109997195,0.236842105263
3397,Q96S94,CCNL2,0.464699399,0.017373797,0.4354317,0.236842105263
3398,Q96SB8,SMC6,0.619386801,0.148055123,0.901878506,0.236842105263
3399,Q96SN8,CDK5RAP2,0.6153294,0.959162356,0.56583402,0.236842105263
3400,Q96ST8,CEP89,0.122623902,0.714469448,0.730643616,0.236842105263
3401,Q99497,PARK7,0.123793528,0.306466721,0.980960068,0.236842105263
3402,Q99741,CDC6,0.284458991,0.828096169,0.588208868,0.236842105263
3403,Q99966,CITED1,0.735732807,0.807891863,0.503161442,0.236842105263
3404,Q9BPX1,HSD17B14,0.411308103,0.909255062,0.531593697,0.236842105263
3405,Q9BRJ6,C7orf50,0.828981893,0.642812974,0.606287215,0.236842105263
3406,Q9BRP8,PYM1,0.935114116,0.628685522,0.764317086,0.236842105263
3407,Q9BSL1,UBAC1,0.399066658,0.11847108,0.600623976,0.236842105263
3408,Q9BSW2,CRACR2A,0.05221138,0.918972362,0.722585827,0.236842105263
3409,Q9BUQ8,DDX23,0.571186102,0.623981073,0.435214945,0.236842105263
3410,Q9BV36,MLPH,0.747669976,0.257584905,0.64652463,0.236842105263
3411,Q9BV90,SNRNP25,0.320243558,0.951303565,0.176695445,0.236842105263
3412,Q9BVJ6,UTP14A,0.492934319,0.04620576,0.876476104,0.236842105263
3413,Q9BXH1,BBC3,0.221652754,0.020927142,0.251690111,0.236842105263
3414,Q9BXL7,CARD11,0.939273743,0.088050127,0.356484156,0.236842105263
3415,Q9BY27,DGCR6L,0.482305289,0.517842855,0.30334578,0.236842105263
3416,Q9BYC9,MRPL20,0.539996087,0.878663782,0.967759637,0.236842105263
3417,Q9BZR8,BCL2L14,0.2210571,0.402179094,0.192291562,0.236842105263
3418,Q9C086,INO80B,0.095945002,0.561323324,0.097864423,0.236842105263
3419,Q9GZM7,TINAGL1,0.060165416,0.598155846,0.69378993,0.236842105263
3420,Q9GZT8,NIF3L1,0.819508875,0.075050856,0.09602448,0.236842105263
3421,Q9GZU2,PEG3,0.771478305,0.39149,0.199386378,0.236842105263
3422,Q9H0B3,KIAA1683,0.195695731,0.354985127,0.60705497,0.236842105263
3423,Q9H171,ZBP1,0.895118155,0.244788993,0.709710956,0.236842105263
3424,Q9H1Q7,PCED1A,0.684300146,0.108028311,0.890527514,0.236842105263
3425,Q9H204,MED28,0.656846481,0.112289201,0.60264152,0.236842105263
3426,Q9H270,VPS11,0.990381201,0.267204546,0.862453392,0.236842105263
3427,Q9H2P0,ADNP,0.033691793,0.266392376,0.675957202,0.236842105263
3428,Q9H4K1,RIBC2,0.42425327,0.93608128,0.784998506,0.236842105263
3429,Q9H668,STN1,0.489983673,0.186176928,0.536648174,0.236842105263
3430,Q9H7J1,PPP1R3E,0.58350447,0.507435095,0.004447436,0.236842105263
3431,Q9H814,PHAX,0.083269748,0.147594214,0.198611135,0.236842105263
3432,Q9HAQ2,KIF9,0.66015463,0.920700034,0.438724687,0.236842105263
3433,Q9HBE1,PATZ1,0.052305221,0.929461267,0.558291253,0.236842105263
3434,Q9HCM1,KIAA1551,0.556830534,0.136751414,0.385129495,0.236842105263
3435,Q9HD26,GOPC,0.712025249,0.87156921,0.646858622,0.236842105263
3436,Q9NP64,ZCCHC17,0.487910625,0.012355105,0.58567411,0.236842105263
3437,Q9NP87,POLM,0.617600646,0.722036107,0.766331024,0.236842105263
3438,Q9NPG4,PCDH12,0.213777575,0.878585301,0.174634715,0.236842105263
3439,Q9NPI7,KRCC1,0.645658662,0.387446705,0.503114673,0.236842105263
3440,Q9NRJ3,CCL28,0.380642291,0.246430445,0.382674936,0.236842105263
3441,Q9NS15,LTBP3,0.10371284,0.111723553,0.977198261,0.236842105263
3442,Q9NSA3,CTNNBIP1,0.377511519,0.846781139,0.936083615,0.236842105263
3443,Q9NVR5,DNAAF2,0.262860808,0.65965901,0.892736951,0.236842105263
3444,Q9NWC5,TMEM45A,0.241285613,0.779662203,0.443529652,0.236842105263
